id,questionid,questionusageid,name,questionsummary,rightanswer,responsesummary,timemodified,state,fraction,userid,username,"from unixtime(qa.timemodified)"
3772,425,240,Q02,"Which of the following is a feature of diagnosing digital problems?
: Look at previous cases and history of faults.
; Physical or virtual examination of the product
; Testing functionality
; All of the above
","All of the above
","All of the above
",1607514342,gradedright,1.0000000,13,sam,"2020-12-09 11:45:42"
3773,426,240,Q03,"Which of the following is GOOD password management?
: Change your password regularly
; Use one single strong password for all uses
; Always use a simple password you can remember
; Save your password to your PC so you do not lose it
","Change your password regularly
","Change your password regularly
",1607514342,gradedright,1.0000000,13,sam,"2020-12-09 11:45:42"
3774,427,240,Q04,"What does CMS stand for?
: Customer messaging system
; Content messaging system
; Computer management system
; Content management system
","Content management system
","Content management system
",1607514342,gradedright,1.0000000,13,sam,"2020-12-09 11:45:42"
3775,428,240,Q05,"Which of the following Digital Channels are BEST used to communicate with different audiences?
: Email
; Presentation Software
; Twitter
; Zero level channel
","Email
","Zero level channel
",1607514342,gradedwrong,0.0000000,13,sam,"2020-12-09 11:45:42"
3776,429,240,Q06,"Which of the following would you use a CRM system for?
: Recording Financial information
; Recording Customer Sales information
; Recording HR information
; Recording Management information
","Recording Customer Sales information
","Recording Customer Sales information
",1607514342,gradedright,1.0000000,13,sam,"2020-12-09 11:45:42"
3777,430,240,Q07,"When supporting a customer which of the following is BEST practice?
: Maintain communication and inform the customer of the outcome once completed
; Only communicate with the customer as you log outcomes
; Do not communicate with the customer throughout the task
; Only inform the customer when the task is complete and log the completion
","Maintain communication and inform the customer of the outcome once completed
","Maintain communication and inform the customer of the outcome once completed
",1607514342,gradedright,1.0000000,13,sam,"2020-12-09 11:45:42"
3778,431,240,Q08,"Which of the following SHOULD form part of an organisations code of ethics?
: To guide an organisations recruitment strategy
; For organisations to inform their strategic decisions
; To guide the organisation in its decisions, programs, and policies
; By an organisation to respond to complaints
","To guide the organisation in its decisions, programs, and policies
","To guide the organisation in its decisions, programs, and policies
",1607514342,gradedright,1.0000000,13,sam,"2020-12-09 11:45:42"
3779,432,240,Q09,"When would you MOST likely escalate a problem?
: When you cannot find the answer on the internet
; When it is time to go home and the problem is not solved
; After trying to resolve the problem and you have exhausted all possible solutions
; When it is something you have never encountered before
","After trying to resolve the problem and you have exhausted all possible solutions
","After trying to resolve the problem and you have exhausted all possible solutions
",1607514342,gradedright,1.0000000,13,sam,"2020-12-09 11:45:42"
3780,433,240,Q10,"Which of the following methods is BEST suited to coach or support external users with a fault?
: Send them the technical / manufactures documents
; Send them an email and try to explain what they need to do
; Email their line manager to let them know they need training
; Create a simple user guide
","Create a simple user guide
","Create a simple user guide
",1607514342,gradedright,1.0000000,13,sam,"2020-12-09 11:45:42"
3937,483,256,CAT1-04,"Which of the following is NOT an example of handling data securely?
: Always save data to the company SharePoint
; Send data via an email to an intended recipient
; Always back data up to the server
; Save data to an encrypted USB when travelling
","Send data via an email to an intended recipient
","Save data to an encrypted USB when travelling
",1608811674,gradedwrong,0.0000000,5,andyb@accelerate-people.co.uk,"2020-12-24 12:07:54"
3938,508,256,CAT2-04,"Who should you inform if your encounter a data breach?
: Information Commissioners Office
; International Commissioners Office
; Information Compliance Office
; International Compliance Office
","Information Commissioners Office
","International Compliance Office
",1608811674,gradedwrong,0.0000000,5,andyb@accelerate-people.co.uk,"2020-12-24 12:07:54"
3939,483,257,CAT1-04,"Which of the following is NOT an example of handling data securely?
: Send data via an email to an intended recipient
; Always back data up to the server
; Save data to an encrypted USB when travelling
; Always save data to the company SharePoint
","Send data via an email to an intended recipient
","Send data via an email to an intended recipient
",1608812142,gradedright,1.0000000,8,andy-brown-test,"2020-12-24 12:15:42"
3940,508,257,CAT2-04,"Who should you inform if your encounter a data breach?
: Information Compliance Office
; International Commissioners Office
; Information Commissioners Office
; International Compliance Office
","Information Commissioners Office
","International Compliance Office
",1608812142,gradedwrong,0.0000000,8,andy-brown-test,"2020-12-24 12:15:42"
3941,480,258,CAT1-01,"Which of the following is NOT a video communication platform?
: Microsoft Teams
; Email
; Zoom
; Skype
","Email
","Microsoft Teams
",1608812230,gradedwrong,0.0000000,8,andy-brown-test,"2020-12-24 12:17:10"
3942,506,258,CAT2-02,"Which of the following is a type of threat to an organisation?
: A weak password
; Not applying computer updates
; New regulations
; All of the above
","All of the above
","New regulations
",1608812230,gradedwrong,0.0000000,8,andy-brown-test,"2020-12-24 12:17:10"
3943,487,259,CAT1-03,"Which of the following is primarily used for processing and presenting data?
: SharePoint
; Dropbox
; PowerBI
; Google Drive
","PowerBI
","SharePoint
",1608812375,gradedwrong,0.0000000,8,andy-brown-test,"2020-12-24 12:19:35"
3944,505,259,CAT2-01,"Which policy or procedure would cover information security?
: HR Policy
; Finance Policy
; Information Risk Management Policy
; Safeguarding Policy
","Information Risk Management Policy
","HR Policy
",1608812375,gradedwrong,0.0000000,8,andy-brown-test,"2020-12-24 12:19:35"
3945,481,260,CAT1-05,"Which of the following is NOT classed as a peripheral hardware devise?
: Webcam
; Printer
; Keyboard
; Server
","Server
","Webcam
",1608812511,gradedwrong,0.0000000,8,andy-brown-test,"2020-12-24 12:21:51"
3946,507,260,CAT2-03,"Which of the following would be the most likely reason to change your password?
: You have been on holiday and away from your PC for two weeks
; You have updated your software or applied updates
; You have had a virus on your PC
; You could not access your files
","You have had a virus on your PC
","You have been on holiday and away from your PC for two weeks
",1608812511,gradedwrong,0.0000000,8,andy-brown-test,"2020-12-24 12:21:51"
3947,480,261,CAT1-01,"Which of the following is NOT a video communication platform?
: Zoom
; Skype
; Email
; Microsoft Teams
","Email
","Email
",1608816177,gradedright,1.0000000,8,andy-brown-test,"2020-12-24 13:22:57"
3948,509,261,CAT2-05,"How would you safeguard your organisations brand?
: Only send email to existing customers
; Remove the company logo when sending to unknown customers
; Remove your email signature
; Follow the organisations policies
","Follow the organisations policies
","Follow the organisations policies
",1608816177,gradedright,1.0000000,8,andy-brown-test,"2020-12-24 13:22:57"
